geneid	Chr	Start	End	Strand	Length	gene	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12
slr1735	CHR	1317712	1318470	+	759	NA	2025	2419	2310	2094	263	808	2028	1653	7	6	15	5
sll1626	CHR	1318719	1319330	-	612	lexA	7155	7010	19664	18579	2482	6609	6252	5930	69	85	109	37
sll1625	CHR	1319546	1320541	-	996	NA	900	1156	1517	1159	382	845	632	748	6	1	8	1
sll1624	CHR	1320835	1321839	-	1005	NA	1416	1833	1836	1662	172	473	480	428	2	5	13	1
sll1623	CHR	1321852	1322523	-	672	NA	206	237	248	258	159	287	169	296	1	1	2	0
slr1736	CHR	1322687	1323613	+	927	NA	537	908	1039	743	291	684	375	596	1	2	7	0
slr1737	CHR	1323672	1324763	+	1092	NA	582	751	745	588	211	482	375	512	1	0	10	3
sll1621	CHR	1324835	1325404	-	570	NA	40515	32674	18493	16953	1432	4367	49085	15241	44	50	430	140
slr1738	CHR	1325715	1326134	+	420	NA	1886	2592	1620	1500	214	511	1056	567	8	5	29	10
sll1620	CHR	1326150	1326626	-	477	NA	1571	1571	991	857	117	299	405	248	5	2	11	3
slr1739	CHR	1326880	1327248	+	369	psb28	742	1185	1665	1364	773	1434	1970	1153	3	4	15	1
slr1740	CHR	1327367	1329115	+	1749	NA	2234	2561	2388	1851	391	920	530	736	13	12	50	6
ST6803t13	CHR	1329163	1329236	-	74	NA	739	732	886	1281	65	1177	2087	2399	60	54	68	29
sll1618	CHR	1329388	1329990	-	603	NA	299	418	420	370	118	306	207	295	5	7	8	7
slr1742	CHR	1330110	1330880	+	771	NA	483	636	623	519	98	260	191	294	1	1	3	0
slr1743	CHR	1330930	1332144	+	1215	NA	2337	2802	3014	2653	447	992	1270	851	5	7	17	5
slr1744	CHR	1332429	1334378	+	1950	NA	8395	9523	7494	6287	778	2311	2299	1479	45	39	83	12
slr1746	CHR	1334522	1335361	+	840	murI	3489	3101	1688	1777	271	1185	1768	857	33	34	30	9
slr1747	CHR	1335571	1336980	+	1410	NA	656	814	413	435	227	497	582	585	1	2	35	14
slr0851	CHR	1337299	1338636	+	1338	NA	1519	1875	668	600	165	412	731	510	2	4	6	2
slr0852	CHR	1338727	1339155	+	429	NA	1058	1361	892	907	120	308	159	140	8	8	13	6
slr0853	CHR	1339155	1339631	+	477	rimI	1066	1511	1150	836	72	184	94	156	3	2	11	2
slr0854	CHR	1339656	1341122	+	1467	NA	1799	2092	2162	1580	379	777	699	715	10	16	22	6
sll0858	CHR	1341131	1341637	-	507	NA	767	1159	1175	955	123	274	117	179	6	5	10	7
sll0857	CHR	1341694	1342062	-	369	NA	357	363	343	355	70	140	78	82	5	3	7	1
sll0856	CHR	1342052	1342660	-	609	NA	535	805	870	754	149	364	221	208	6	3	14	3
sll0855	CHR	1342775	1344130	-	1356	clcA	910	1161	1455	1163	193	491	438	676	8	3	4	0
sll0854	CHR	1344140	1345066	-	927	NA	2174	3214	3012	2218	281	833	846	587	10	4	6	3
sll0853	CHR	1345117	1345677	-	561	NA	2335	4098	3911	2853	299	692	816	659	8	8	8	2
sll0851	CHR	1347474	1348856	-	1383	psbC	71816	74772	105468	105847	10861	32505	26336	17591	363	376	1114	342
sll0849	CHR	1348840	1349898	-	1059	psbD	46024	41839	64592	65073	5051	21774	15468	9149	184	223	682	182
sll0848	CHR	1350236	1351579	-	1344	dnaA	340	439	460	393	222	438	225	480	1	0	0	0
sll0847	CHR	1351634	1352038	-	405	NA	362	437	619	411	52	162	121	157	1	1	3	0
slr0861	CHR	1352256	1353431	+	1176	purT	1954	2844	3565	3032	402	933	1092	814	9	6	23	7
sll0846	CHR	1353596	1353904	-	309	NA	1731	1867	1442	1267	482	899	553	375	10	5	18	13
slr0862	CHR	1354094	1355074	+	981	NA	373	538	585	449	234	365	283	393	5	4	3	0
slr0863	CHR	1355162	1356553	+	1392	NA	2158	2922	3048	2541	298	589	646	677	5	5	15	3
sll0844	CHR	1356550	1357626	-	1077	mnmA	1664	2569	2837	1871	337	619	1003	778	3	10	20	3
sll0843	CHR	1357740	1358837	-	1098	NA	308	405	603	511	251	436	309	377	7	7	10	8
sll0842	CHR	1358846	1360312	-	1467	NA	725	956	1471	1072	303	631	387	570	6	7	4	4
slr0864	CHR	1360434	1362158	+	1725	NA	4145	4690	6674	5623	599	1817	2007	1715	16	9	18	9
slr0865	CHR	1362259	1363272	+	1014	egtD	1328	1609	2797	2721	203	621	317	426	3	2	7	2
sll0839	CHR	1363265	1363858	-	594	NA	637	687	1120	988	58	180	161	175	1	2	3	2
sll0838	CHR	1363837	1364532	-	696	pyrF	2471	2553	4041	3301	147	323	410	383	3	5	7	5
sll0837	CHR	1364579	1365448	-	870	NA	4351	5437	7845	6944	800	1841	2916	1909	13	9	20	3
slr0868	CHR	1366476	1366769	+	294	NA	52	88	103	99	23	67	34	78	2	0	2	2
slr0869	CHR	1367129	1369567	+	2439	NA	577	872	1647	911	802	1763	968	1449	13	14	11	3
slr0870	CHR	1369656	1370018	+	363	NA	35	60	135	96	53	177	94	158	1	2	0	0
slr0871	CHR	1370043	1370426	+	384	NA	13	29	57	86	19	73	46	41	3	0	0	0
slr0872	CHR	1371168	1372286	+	1119	lptC	711	759	709	649	315	652	912	860	2	4	6	3
sll1165	CHR	1372455	1375091	-	2637	mutS	2356	3591	2885	1924	461	1029	956	1169	7	6	11	4
slr1243	CHR	1375351	1378545	+	3195	NA	517	879	1283	1054	252	1272	1050	929	11	9	8	1
sll1164	CHR	1378662	1379711	-	1050	NA	209	237	203	168	86	280	160	324	4	1	1	2
sll1163	CHR	1379715	1380068	-	354	NA	53	46	77	62	32	75	31	97	0	2	0	0
sll1162	CHR	1380085	1380792	-	708	NA	60	96	107	64	110	271	135	238	1	0	4	0
sll1161	CHR	1380883	1381890	-	1008	NA	290	331	415	291	154	405	205	328	4	1	2	1
sll1160	CHR	1382086	1382568	-	483	NA	185	241	270	189	44	126	111	139	1	1	3	1
sll1159	CHR	1382603	1383259	-	657	NA	103	115	164	168	81	230	165	191	1	0	3	0
sll1158	CHR	1383339	1383755	-	417	NA	36	43	47	39	157	350	185	292	1	2	2	2
slr1245	CHR	1383828	1384736	+	909	NA	76	78	61	51	152	464	156	342	1	0	1	0
sll1155	CHR	1386578	1386919	-	342	NA	1719	2073	2266	2171	921	1825	2165	1411	14	11	81	15
sll1154	CHR	1387040	1388296	-	1257	NA	1545	1849	1954	1787	271	612	880	896	5	12	55	24
slr1247	CHR	1388912	1389913	+	1002	pstS	238	248	312	252	104	282	140	250	1	1	1	0
slr1248	CHR	1390059	1391045	+	987	pstC	114	152	131	133	119	221	76	268	1	1	1	2
slr1249	CHR	1391050	1391922	+	873	pstA	118	139	115	96	145	243	98	354	2	1	3	1
slr1250	CHR	1391976	1392791	+	816	pstB	315	377	337	288	118	241	147	273	0	1	0	0
slr1251	CHR	1392972	1393487	+	516	NA	8019	11303	11651	10793	134	658	1944	796	8	11	5	3
ssl2296	CHR	1393616	1393906	-	291	NA	367	469	407	345	41	138	123	92	1	4	4	1
sll1151	CHR	1393938	1395755	-	1818	NA	1282	1673	1513	1228	571	1255	1061	1197	3	5	8	1
ssr2087	CHR	1395922	1396176	+	255	NA	352	427	409	366	113	302	196	219	2	3	3	0
sll1150	CHR	1396311	1397039	-	729	NA	4905	7793	9413	8855	1254	3266	6626	4427	37	36	177	51
slr1253	CHR	1397250	1397525	+	276	NA	607	869	1124	1052	473	807	920	628	6	5	11	2
slr1254	CHR	1397819	1399237	+	1419	pds	5502	5234	3677	3366	493	1853	5689	3068	9	10	58	18
slr1255	CHR	1399298	1400311	+	1014	NA	5321	6814	3899	3861	388	982	2225	1396	15	16	37	5
sll1147	CHR	1400488	1400901	-	414	NA	1970	1920	1606	1269	100	233	297	259	6	7	10	3
slr1256	CHR	1401059	1401361	+	303	ureA	531	706	664	426	67	162	163	157	4	1	1	1
ST6803t14	CHR	1401517	1401589	+	73	NA	222	244	358	728	68	894	1508	2039	97	108	141	37
slr1257	CHR	1401809	1403002	+	1194	NA	208	299	274	211	160	358	237	389	0	0	2	2
slr1258	CHR	1403199	1403954	+	756	NA	719	750	745	620	165	364	802	411	4	3	12	1
slr1259	CHR	1404085	1404783	+	699	NA	2981	3716	8355	7117	975	2523	1942	2247	2	4	3	0
slr1260	CHR	1404839	1405372	+	534	NA	2001	2431	5859	5024	1050	2491	1838	1593	2	3	4	1
slr1261	CHR	1405436	1405975	+	540	NA	1697	2060	4381	3990	737	1525	1136	1229	0	0	7	1
slr1262	CHR	1405981	1406847	+	867	NA	1194	1394	2358	1911	491	1114	834	957	0	0	2	1
slr1263	CHR	1407043	1408455	+	1413	NA	1008	1219	1023	819	362	573	546	831	5	8	14	3
sll1961	CHR	1408483	1409649	-	1167	NA	855	1150	895	907	251	450	535	495	6	5	10	4
sll1960	CHR	1409730	1410152	-	423	NA	248	361	331	256	101	200	130	235	1	4	1	3
sll1959	CHR	1410187	1410990	-	804	hisN	693	1067	1486	1237	155	324	492	409	2	4	0	1
sll1958	CHR	1410995	1412044	-	1050	hisC	2153	2596	3413	3394	299	688	1240	912	7	8	10	3
sll1957	CHR	1412237	1412551	-	315	NA	76	96	108	111	53	161	98	147	0	0	1	1
slr2057	CHR	1412923	1413666	+	744	aqpZ	11471	12109	6000	7565	671	2499	4058	2114	10	17	31	15
slr2058	CHR	1414126	1416822	+	2697	topA	6400	6864	10336	7967	1083	2726	3023	2418	31	38	63	26
slr2059	CHR	1416843	1417247	+	405	NA	446	571	896	856	140	319	254	333	3	1	6	2
slr2060	CHR	1417284	1418681	+	1398	NA	897	1138	1485	1209	369	686	843	761	6	4	22	2
sll1956	CHR	1418995	1419573	-	579	NA	265	293	382	334	175	408	328	439	3	1	4	1
ssl3692	CHR	1420550	1420846	-	297	NA	79	145	135	70	26	85	30	75	2	0	1	1
slr2062	CHR	1420940	1422142	+	1203	NA	2360	2445	4246	3454	909	4339	3957	2568	37	36	71	26
sll1951	CHR	1422426	1427612	-	5187	NA	191213	192198	138749	118397	10052	24742	46777	33681	1079	1069	1988	639
sll1950	CHR	1428196	1428930	-	735	NA	1727	1810	1985	1438	399	854	1225	879	4	6	12	2
sll1949	CHR	1429329	1430072	-	744	NA	2209	2206	2829	2700	510	1326	2918	1818	19	19	32	10
slr2067	CHR	1430419	1430904	+	486	NA	26852	30657	134841	133067	15842	68534	36592	27610	249	248	81	20
slr1986	CHR	1431000	1431485	+	486	apcB	19065	21434	95601	99914	12325	51766	27078	17115	270	251	68	18
ssr3383	CHR	1431698	1431901	+	204	NA	2498	3545	19832	21732	863	4531	2421	1872	67	52	26	12
sll1909	CHR	1431996	1432898	-	903	prmA	3395	3768	5225	4645	369	1126	1275	905	13	10	12	2
sll1908	CHR	1432976	1434640	-	1665	serA	13682	17300	22871	22542	982	3012	4860	2986	35	26	50	17
slr1990	CHR	1434901	1435623	+	723	NA	1423	2054	1922	1311	188	389	476	548	5	2	13	4
slr1991	CHR	1435645	1436658	+	1014	NA	1325	1716	1937	1414	681	1533	1419	1114	9	6	9	5
slr1992	CHR	1436699	1437163	+	465	NA	7950	9921	6773	6604	554	1707	1133	795	6	7	68	13
slr1993	CHR	1437190	1438602	+	1413	NA	1527	1920	1374	1132	393	698	946	701	6	1	10	3
slr1994	CHR	1438704	1439426	+	723	NA	1328	1779	1648	1304	228	458	843	430	3	2	9	2
sll1906	CHR	1439487	1440941	-	1455	NA	2216	3032	2133	1985	295	658	604	684	8	11	14	5
sll1905	CHR	1441002	1444046	-	3045	NA	1408	1816	2491	2194	604	1304	1539	1386	11	8	36	14
slr1998	CHR	1444115	1445392	+	1278	NA	877	1414	942	736	191	483	511	559	4	9	18	1
slr2000	CHR	1445874	1446839	+	966	NA	866	1110	1156	883	352	417	356	510	7	4	11	2
slr2001	CHR	1447097	1447912	+	816	NA	4900	7979	6333	3454	400	1001	1135	915	10	14	26	4
slr2002	CHR	1448060	1450681	+	2622	cphA	10842	14448	7878	5393	1192	2877	6824	3485	21	17	53	9
slr2003	CHR	1450714	1451343	+	630	NA	778	852	1002	843	198	458	920	596	0	1	1	1
sll1902	CHR	1451319	1452518	-	1200	NA	273	345	469	399	195	431	222	342	2	1	2	1
ssr3402	CHR	1452872	1453162	+	291	NA	167	163	179	211	65	234	121	119	3	1	2	0
slr2004	CHR	1453245	1454654	+	1410	NA	1235	1697	1777	1539	803	2005	1169	1205	3	5	5	4
slr1712	CHR	1454902	1455708	+	807	NA	700	1024	1323	1083	849	1382	1118	920	12	7	15	7
sll1615	CHR	1455753	1457123	-	1371	mnmE	810	1011	1196	1019	237	477	379	460	4	8	12	3
sll1614	CHR	1457213	1459930	-	2718	NA	789	1135	1214	904	426	802	363	930	1	4	4	3
sll1613	CHR	1460129	1460566	-	438	NA	379	507	794	691	117	289	223	202	0	1	0	1
sll1612	CHR	1460815	1462101	-	1287	NA	1165	1544	2364	1889	163	329	299	425	1	4	2	4
sll1611	CHR	1462136	1463245	-	1110	NA	1317	1952	2719	2355	183	551	528	647	3	3	2	2
sll1609	CHR	1464326	1464859	-	534	NA	194	249	311	337	154	598	467	402	2	4	1	4
sll1608	CHR	1464954	1467266	-	2313	NA	1419	1798	2003	1672	500	1073	795	1060	14	12	22	6
slr1717	CHR	1468153	1468959	+	807	larE	1432	1875	2168	1851	283	732	1235	854	6	9	12	5
sll1606	CHR	1469013	1469801	-	789	NA	1332	1579	2204	1808	86	261	436	332	4	3	10	2
sll1605	CHR	1469847	1470347	-	501	fabZ	956	1276	1769	1751	85	264	409	303	3	2	1	3
slr1718	CHR	1470610	1471335	+	726	NA	1935	2374	2548	2501	172	861	1310	941	3	5	8	2
slr1719	CHR	1471414	1472019	+	606	NA	3047	3504	3909	3895	130	572	1259	854	9	11	25	11
slr1720	CHR	1472149	1473948	+	1800	aspS	8523	9523	9857	9058	685	1971	3661	2534	16	19	40	4
slr1721	CHR	1473974	1475452	+	1479	NA	2644	2885	2706	2402	473	1157	1613	1155	10	9	11	7
slr1722	CHR	1475555	1476718	+	1164	NA	12923	18911	22255	19488	1113	3853	6401	3250	55	33	70	23
slr1723	CHR	1476845	1477657	+	813	NA	498	627	465	471	135	290	237	311	2	4	10	0
sll1601	CHR	1477647	1478891	-	1245	NA	265	286	286	273	146	275	133	304	5	3	7	2
slr1724	CHR	1478988	1479782	+	795	NA	963	1247	1951	1948	256	719	854	659	8	5	7	0
ssl3127	CHR	1479950	1480177	-	228	NA	201	193	272	225	20	42	38	54	1	1	0	0
sll1600	CHR	1480463	1481383	-	921	NA	134	157	119	119	161	360	141	335	0	0	1	0
sll1599	CHR	1481380	1482162	-	783	NA	30	69	48	42	102	181	45	214	0	0	1	0
sll1598	CHR	1482261	1483253	-	993	NA	82	84	109	101	148	236	75	271	0	1	4	1
sll1596	CHR	1484212	1484538	-	327	NA	233	289	385	283	50	279	141	205	0	0	1	0
sll1595	CHR	1484559	1486265	-	1707	kaiC	529	753	767	632	249	885	385	648	0	0	0	1
slr1726	CHR	1486688	1487410	+	723	NA	666	753	982	914	171	345	231	376	1	6	0	0
sll1594	CHR	1487445	1488395	-	951	NA	1270	1639	1492	1362	250	537	185	422	21	17	13	7
slr1727	CHR	1488843	1490426	+	1584	NA	1184	1461	1634	1497	448	959	693	924	12	6	12	4
sll1592	CHR	1490683	1491363	-	681	NA	195	268	272	225	94	234	119	259	0	0	3	1
sll1590	CHR	1491634	1492725	-	1092	NA	378	398	570	531	225	418	296	452	4	4	5	0
slr1728	CHR	1493025	1494701	+	1677	kdpA	371	462	753	623	249	539	369	588	4	7	9	2
slr1729	CHR	1494758	1496830	+	2073	kdpB	838	1092	1479	1008	369	792	410	797	10	5	4	2
ssr2912	CHR	1496910	1497116	+	207	NA	97	121	160	131	51	62	81	86	0	1	0	2
slr1730	CHR	1497306	1497878	+	573	kdpC	170	152	230	208	63	130	94	140	2	2	2	2
slr1731	CHR	1498110	1499222	+	1113	NA	261	302	254	188	168	282	92	300	4	6	8	0
sll1586	CHR	1499299	1504548	-	5250	NA	3823	5516	4101	2938	961	1770	2293	2444	15	17	41	10
sll0254	CHR	1504818	1506770	-	1953	NA	1524	1770	2405	1905	391	795	1169	1061	12	5	22	7
sll0253	CHR	1506876	1507319	-	444	NA	325	458	1661	1386	1337	2338	2287	1943	10	13	14	2
slr0260	CHR	1507481	1508092	+	612	cobO	1291	1477	2490	2303	235	613	714	515	3	4	7	5
ssl0467	CHR	1508171	1508386	-	216	NA	800	1112	1893	1648	785	1721	1027	985	8	4	12	4
sll0252	CHR	1508482	1509768	-	1287	NA	1781	2062	1999	1642	245	735	787	660	13	9	23	12
slr0261	CHR	1509990	1511174	+	1185	NA	7943	9539	10570	8627	1331	4248	3807	2630	74	67	140	58
slr0262	CHR	1511217	1511621	+	405	NA	983	1158	1160	956	240	623	616	470	6	9	14	3
slr0263	CHR	1511672	1511977	+	306	NA	634	815	740	607	58	143	116	98	2	2	5	2
slr0264	CHR	1512016	1513125	+	1110	NA	1332	1697	1393	1151	290	558	577	544	5	7	13	5
slr0265	CHR	1513225	1514010	+	786	NA	229	304	226	195	164	618	150	363	1	1	5	0
sll0250	CHR	1514130	1515338	-	1209	coaBC	1473	1906	1853	1721	155	349	573	465	5	6	10	3
ssl0461	CHR	1515351	1515602	-	252	NA	325	462	533	582	145	435	617	526	4	5	8	2
sll0249	CHR	1515669	1516424	-	756	NA	43	49	51	56	171	285	72	320	0	2	1	0
sll0248	CHR	1516659	1517171	-	513	fldA	37	59	72	55	66	183	78	189	0	0	0	0
sll0247	CHR	1517576	1518604	-	1029	NA	3178	2345	3515	2464	166	1712	1778	1594	98	110	145	53
slr0267	CHR	1519114	1519953	+	840	ylqF	902	1291	1500	1252	149	400	418	441	2	2	6	2
sll0245	CHR	1520009	1521100	-	1092	ychF	3327	5175	5442	4314	253	621	997	919	10	7	11	2
sll0244	CHR	1521210	1522226	-	1017	galE	542	626	752	736	201	546	643	552	4	3	3	5
slr0269	CHR	1522300	1522899	+	600	NA	483	787	635	554	155	309	283	355	1	2	7	1
slr0270	CHR	1522990	1523310	+	321	NA	1965	3065	3959	2926	1233	1931	2489	1776	6	5	40	14
ssl0453	CHR	1523527	1523709	-	183	NA	710	902	464	438	126	593	808	371	7	4	54	24
ssl0452	CHR	1523796	1523984	-	189	NA	806	904	390	311	137	386	605	276	1	0	22	5
slr0271	CHR	1524568	1525086	+	519	NA	24	20	26	36	92	212	203	325	0	0	3	0
slr0272	CHR	1525205	1526182	+	978	NA	64	100	78	57	145	235	74	296	0	0	1	2
slr0273	CHR	1526224	1527174	+	951	NA	315	333	257	199	216	477	286	323	8	6	16	3
sll0243	CHR	1527171	1528421	-	1251	NA	230	232	275	311	176	627	461	448	3	2	3	0
sll0242	CHR	1528472	1530568	-	2097	NA	304	429	656	537	1087	1880	1106	1990	6	12	14	4
sll0241	CHR	1531264	1532280	-	1017	NA	567	571	718	599	460	793	933	1066	9	7	15	4
sll0240	CHR	1532301	1532957	-	657	NA	139	126	178	194	139	218	134	259	0	4	0	2
sll0238	CHR	1532944	1534548	-	1605	NA	314	456	638	497	240	350	270	600	2	0	2	1
sll0237	CHR	1534548	1535579	-	1032	NA	313	443	758	716	187	313	204	409	3	1	2	0
ssl0438	CHR	1535654	1535884	-	231	NA	38	65	102	108	55	172	117	145	0	2	0	0
sll0236	CHR	1536117	1537793	-	1677	NA	1300	1551	2503	2254	406	1085	1338	1346	5	6	5	0
slr2079	CHR	1537828	1538811	+	984	NA	472	583	655	569	149	492	287	402	6	3	13	3
ssr3532	CHR	1538916	1539158	+	243	NA	101	132	160	169	97	463	356	242	2	1	1	1
slr2081	CHR	1539677	1540516	+	840	NA	444	549	540	495	110	281	267	308	1	5	4	2
slr2082	CHR	1540650	1542284	+	1635	NA	2880	3685	4100	3436	432	1177	1018	1012	10	16	14	10
slr2083	CHR	1542341	1542937	+	597	NA	857	1353	1480	1357	286	762	685	552	10	1	6	3
slr2084	CHR	1543036	1543701	+	666	NA	963	1345	1478	1476	519	1319	1446	1317	7	5	23	3
sll1988	CHR	1543757	1544665	-	909	hslO	2006	2847	3629	2879	228	692	1119	838	6	9	29	8
sll1987	CHR	1544714	1546903	-	2190	katG	7638	9674	12272	10165	1493	3252	3917	3197	17	9	34	3
slr2087	CHR	1547182	1548558	+	1377	NA	2556	4128	4411	3262	656	1790	2227	1940	21	11	17	10
slr2088	CHR	1548873	1550738	+	1866	ilvB	10486	13697	22233	16346	2257	4753	7076	5090	53	58	143	58
slr2089	CHR	1550952	1552895	+	1944	shc	5957	8277	6638	5569	642	1633	2484	2038	17	19	57	17
ST6803t15	CHR	1552985	1553058	+	74	NA	173	110	75	59	42	106	71	53	3	5	6	0
sll1985	CHR	1553601	1553903	-	303	NA	399	649	550	461	74	282	295	159	3	2	3	0
sll1982	CHR	1554855	1555645	-	791	NA	183	307	155	101	508	816	322	484	6	4	9	3
slr2092	CHR	1555864	1556438	+	575	NA	508	515	725	502	222	619	562	471	4	8	13	5
sll1981	CHR	1556475	1558127	-	1653	NA	5166	6569	8527	6654	1598	3207	4506	2946	35	30	91	33
ssl3769	CHR	1558427	1558627	-	201	NA	1040	1227	1821	1484	499	1068	942	686	0	5	8	1
sll1980	CHR	1559069	1559611	-	543	NA	1752	1905	2418	2078	367	829	1560	753	24	11	46	11
sll1979	CHR	1559722	1560150	-	429	NA	845	1043	1484	1512	248	736	1283	716	7	4	9	5
slr2094	CHR	1560387	1561424	+	1038	glpX	29716	31069	43176	31384	6211	17830	23199	11654	67	75	85	15
slr2097	CHR	1562468	1562842	+	375	NA	441	565	1059	955	114	273	258	275	2	4	0	1
slr2098	CHR	1563115	1566900	+	3786	NA	1284	1776	1882	1534	844	1559	1274	1695	12	7	17	9
slr2099	CHR	1566990	1568090	+	1101	NA	221	314	273	260	410	704	484	849	0	1	3	4
slr2100	CHR	1568317	1569423	+	1107	NA	607	744	750	653	121	269	354	404	3	4	2	1
slr2101	CHR	1569588	1570019	+	432	NA	332	295	457	392	66	177	172	173	2	1	2	1
slr2102	CHR	1570209	1571723	+	1515	ftsY	6550	8182	9346	7759	923	1892	2724	1895	13	11	40	16
slr2103	CHR	1571731	1572615	+	885	NA	587	794	761	603	104	298	398	308	4	1	3	1
slr2104	CHR	1572849	1575701	+	2853	NA	942	1194	1183	939	679	1184	1321	1387	23	23	55	13
sll1973	CHR	1575924	1576592	-	669	plsY	1128	1395	2471	2467	398	936	1223	923	13	13	18	7
slr2105	CHR	1576765	1578552	+	1788	NA	1368	1277	2499	2526	627	1473	1056	1104	9	16	24	6
sll1430	CHR	1578725	1579243	-	519	apt	372	442	418	519	73	192	197	238	1	2	3	1
sll1429	CHR	1579624	1580538	-	915	NA	108	194	243	166	145	539	319	286	4	3	8	3
ssl2789	CHR	1580586	1580825	-	240	NA	35	100	79	40	94	172	87	212	3	1	3	1
sll1428	CHR	1580932	1581810	-	879	NA	105	175	181	150	106	238	106	264	2	0	3	0
slr1503	CHR	1582206	1583198	+	993	NA	996	1042	1378	1150	164	353	358	429	7	4	6	0
sll1427	CHR	1583249	1584499	-	1251	NA	3947	4812	4918	4053	576	1441	3103	1569	25	18	54	18
sll1426	CHR	1584613	1585080	-	468	NA	2423	2946	2375	2365	861	1445	5709	2114	9	13	21	7
sll1425	CHR	1585209	1587020	-	1812	proS	3890	4219	6159	5696	1166	2833	4066	2843	20	18	46	12
slr1505	CHR	1587231	1587827	+	597	NA	521	513	971	1074	335	763	1042	862	11	8	17	3
sll1424	CHR	1587899	1589374	-	1476	NA	1535	2251	2150	1864	262	656	724	654	7	2	8	3
sll1423	CHR	1589384	1590061	-	678	ntcA	2503	3178	3203	2788	483	1211	1440	1005	14	14	30	6
ssl2781	CHR	1590134	1590382	-	249	NA	300	400	448	363	144	293	300	258	1	2	4	1
slr1506	CHR	1590496	1592364	+	1869	NA	4478	5327	11602	9919	912	2501	2651	1872	17	15	21	7
slr1507	CHR	1592918	1594000	+	1083	hpnH	3211	3334	3681	4109	307	839	2633	1710	14	8	26	21
slr1508	CHR	1594119	1595288	+	1170	NA	2457	3436	4052	3309	392	850	1638	1143	14	13	20	10
slr1509	CHR	1595285	1596619	+	1335	NA	1145	1444	1279	1042	252	488	529	752	7	6	10	1
slr1510	CHR	1596795	1597841	+	1047	plsX	1803	2695	2657	2402	233	654	821	683	8	6	9	3
slr1511	CHR	1597936	1598928	+	993	NA	2358	3043	3401	3198	190	509	835	618	13	12	10	1
sll1418	CHR	1598972	1599538	-	567	NA	1287	2246	3288	2828	506	1257	1604	1214	8	8	13	3
slr1512	CHR	1600659	1601783	+	1125	NA	10268	11464	515	420	163	492	4373	2238	326	334	669	186
slr1513	CHR	1601869	1602201	+	333	NA	5323	6973	1541	1360	92	295	1772	806	169	166	343	108
sll1415	CHR	1602482	1603405	-	924	NA	1162	1487	1744	1511	251	522	885	622	6	4	10	2
sll1414	CHR	1603437	1604159	-	723	psb29	2684	2841	2849	2947	695	1636	2301	1591	12	22	28	7
slr1515	CHR	1604863	1606287	+	1425	NA	1023	1549	1634	1082	571	1044	990	932	7	8	18	5
ssr2551	CHR	1606361	1606645	+	285	NA	272	329	349	243	34	73	54	98	2	2	8	1
slr1516	CHR	1607353	1607952	+	600	NA	30191	39244	33331	30254	1118	4738	2461	1934	127	139	341	107
slr1517	CHR	1608232	1609320	+	1089	leuB	3004	4717	4277	3639	234	525	659	635	3	1	5	0
ssr2554	CHR	1609539	1609805	+	267	NA	872	990	974	818	138	356	794	483	4	2	8	1
slr1518	CHR	1609826	1610749	+	924	menA	1139	1326	1200	1116	141	348	690	566	4	6	6	2
slr1519	CHR	1610775	1611464	+	690	NA	1344	2300	1847	992	323	674	672	512	4	5	12	1
slr1520	CHR	1611574	1612629	+	1056	NA	609	1033	675	552	115	359	231	343	1	0	1	2
slr1521	CHR	1612797	1614401	+	1605	hflX	1812	3117	2738	1948	319	442	528	621	8	9	3	0
slr1522	CHR	1614572	1615648	+	1077	NA	296	563	413	292	521	1086	381	602	4	8	11	5
slr1523	CHR	1615869	1616528	+	660	NA	142	201	165	146	101	383	302	319	0	1	0	1
sll1411	CHR	1617376	1617813	-	438	NA	178	210	224	158	61	115	124	110	2	0	1	0
ssl2749	CHR	1617806	1618096	-	291	NA	255	250	317	310	43	141	214	166	0	3	3	0
sll2001	CHR	1618127	1619605	-	1479	NA	3119	4652	5142	4254	362	905	1491	1210	9	8	18	10
ST6803t16	CHR	1619762	1619834	+	73	NA	28	30	24	17	91	209	269	224	1	1	1	0
ssr3570	CHR	1620037	1620222	+	186	NA	426	740	387	270	57	149	85	57	0	1	3	1
ssr3571	CHR	1620276	1620539	+	264	NA	396	492	538	468	116	658	449	248	3	4	5	0
slr2107	CHR	1621021	1621881	+	861	NA	760	1339	606	257	530	620	270	1065	3	1	2	0
slr2108	CHR	1621993	1623093	+	1101	NA	195	384	200	177	595	913	333	1074	0	1	1	1
sll1999	CHR	1623130	1623696	-	567	NA	14	23	20	17	20	88	33	45	0	0	0	0
sll1997	CHR	1624643	1625095	-	453	NA	65	98	73	51	42	104	52	61	0	0	1	1
slr2110	CHR	1625201	1625632	+	432	NA	32	97	88	85	12	158	134	126	0	1	0	1
slr2111	CHR	1625622	1626095	+	474	NA	61	83	89	73	43	104	39	86	1	0	0	0
slr2114	CHR	1626981	1628018	+	1038	NA	73	103	49	49	101	238	118	230	0	0	0	1
slr2115	CHR	1628045	1629607	+	1563	NA	310	434	426	397	90	567	504	431	0	0	5	2
slr2116	CHR	1629604	1630434	+	831	NA	96	169	165	150	64	288	279	264	0	1	0	0
slr2117	CHR	1630448	1631005	+	558	NA	53	100	115	140	31	175	190	106	1	2	0	0
